2025-07-16 11:00:24 WARN  TestNGContentHandler:133 - It is strongly recommended to add "<!DOCTYPE suite SYSTEM "https://testng.org/testng-1.0.dtd" >" at the top of the suite file [C:\Users\2406711\eclipse-workspace\policy-bazar-insurance-automation\testng.xml] otherwise TestNG may fail or not work as expected.
2025-07-16 11:00:24 INFO  Utils:112 - [TestNG] Running:
  C:\Users\2406711\eclipse-workspace\policy-bazar-insurance-automation\testng.xml

2025-07-16 11:00:40 INFO  TSC001_Student_Travel_Insurance:51 - *** Initiated: Travel Insurance Page ***
2025-07-16 11:00:40 INFO  TSC001_Student_Travel_Insurance:57 - Action: Travel Insurance option clicked on Home Page
2025-07-16 11:00:43 INFO  TSC001_Student_Travel_Insurance:64 - Verified: Input box is clickable
2025-07-16 11:00:43 INFO  TSC001_Student_Travel_Insurance:67 - Action: Input field clicked
2025-07-16 11:00:44 INFO  TSC001_Student_Travel_Insurance:82 - Verified: Country list is clickable and populated
2025-07-16 11:00:44 INFO  TSC001_Student_Travel_Insurance:85 - Action: Country selected – Germany
2025-07-16 11:00:46 INFO  TSC001_Student_Travel_Insurance:98 - Verified: Start date field is clickable
2025-07-16 11:00:46 INFO  TSC001_Student_Travel_Insurance:101 - Action: Start date field clicked
2025-07-16 11:00:49 INFO  TSC001_Student_Travel_Insurance:111 - Action: Start date selected
2025-07-16 11:00:50 INFO  TSC001_Student_Travel_Insurance:122 - Action: End date selected
2025-07-16 11:00:51 INFO  TSC001_Student_Travel_Insurance:131 - Verified: Continue button is clickable
2025-07-16 11:00:51 INFO  TSC001_Student_Travel_Insurance:134 - Action: Continue button clicked
2025-07-16 11:00:52 INFO  TSC001_Student_Travel_Insurance:148 - Verified: Traveller dropdown populated
2025-07-16 11:00:53 INFO  TSC001_Student_Travel_Insurance:151 - Action: Number of travellers selected
2025-07-16 11:00:54 INFO  TSC001_Student_Travel_Insurance:166 - Verified: First age box is clickable
2025-07-16 11:00:54 INFO  TSC001_Student_Travel_Insurance:169 - Action: First age box clicked
2025-07-16 11:00:55 INFO  TSC001_Student_Travel_Insurance:181 - Verified: Age selection list is populated
2025-07-16 11:00:55 INFO  TSC001_Student_Travel_Insurance:184 - Action: First Traveller Age is selected 
2025-07-16 11:00:56 INFO  TSC001_Student_Travel_Insurance:197 - Verified: Second age box is clickable
2025-07-16 11:00:56 INFO  TSC001_Student_Travel_Insurance:200 - Action: Second age box clicked
2025-07-16 11:00:57 INFO  TSC001_Student_Travel_Insurance:212 - Verified: Age selection list is populated
2025-07-16 11:00:58 INFO  TSC001_Student_Travel_Insurance:215 - Action: Second Traveller Age is selected 
2025-07-16 11:00:59 INFO  TSC001_Student_Travel_Insurance:227 - Verified: ‘No’ radio button is clickable
2025-07-16 11:00:59 INFO  TSC001_Student_Travel_Insurance:230 - Action: ‘No’ radio button selected
2025-07-16 11:01:00 INFO  TSC001_Student_Travel_Insurance:242 - Verified: Done button is clickable
2025-07-16 11:01:00 INFO  TSC001_Student_Travel_Insurance:245 - Action: Done button clicked
2025-07-16 11:01:01 INFO  TSC001_Student_Travel_Insurance:258 - Verified: View Plans button is clickable
2025-07-16 11:01:01 INFO  TSC001_Student_Travel_Insurance:261 - Action: View Plans button clicked
2025-07-16 11:01:02 INFO  TSC001_Student_Travel_Insurance:270 - *** Completed: Travel Insurance Page ***
2025-07-16 11:01:02 INFO  TSC001_Student_Travel_Insurance:276 - *** Initiated: View Plans Page ***
2025-07-16 11:01:03 INFO  TSC001_Student_Travel_Insurance:282 - Verified: Student plan radio button is selectable
2025-07-16 11:01:03 INFO  TSC001_Student_Travel_Insurance:285 - Action: Student plan radio button is selected
2025-07-16 11:01:05 INFO  TSC001_Student_Travel_Insurance:297 - Verified: First traveller checkbox is clickable
2025-07-16 11:01:07 INFO  TSC001_Student_Travel_Insurance:301 - Action: First traveller checkbox checked
2025-07-16 11:01:09 INFO  TSC001_Student_Travel_Insurance:313 - Verified: Second traveller checkbox is clickable
2025-07-16 11:01:09 INFO  TSC001_Student_Travel_Insurance:316 - Action: Second traveller checkbox checked
2025-07-16 11:01:11 INFO  TSC001_Student_Travel_Insurance:328 - Verified: Travel Duration is selectable
2025-07-16 11:01:11 INFO  TSC001_Student_Travel_Insurance:331 - Action: Travel duration selected
2025-07-16 11:01:12 INFO  TSC001_Student_Travel_Insurance:342 - Verified: Apply button is clickable
2025-07-16 11:01:12 INFO  TSC001_Student_Travel_Insurance:345 - Action: Apply button clicked
2025-07-16 11:01:12 INFO  TSC001_Student_Travel_Insurance:357 - Verified: Sort By button is clickable
2025-07-16 11:01:13 INFO  TSC001_Student_Travel_Insurance:360 - Action: Sort By selected
2025-07-16 11:01:13 INFO  TSC001_Student_Travel_Insurance:372 - Verified: Low-to-High button is clickable
2025-07-16 11:01:13 INFO  TSC001_Student_Travel_Insurance:375 - Action: Plans sorted from low to high prices
2025-07-16 11:01:13 INFO  TSC001_Student_Travel_Insurance:387 - Verified: Names list populated
2025-07-16 11:01:13 INFO  TSC001_Student_Travel_Insurance:397 - Verified: Price list populated
2025-07-16 11:01:13 INFO  TSC001_Student_Travel_Insurance:407 - The List of three lowest international  travel insurance plan with amount and insurance provider company have been printed...
2025-07-16 11:01:13 INFO  TSC001_Student_Travel_Insurance:410 - *** Completed: View Plans Results ***
2025-07-16 11:01:15 INFO  TSC001_Student_Travel_Insurance:51 - *** Initiated: Travel Insurance Page ***
2025-07-16 11:01:15 INFO  TSC001_Student_Travel_Insurance:57 - Action: Travel Insurance option clicked on Home Page
2025-07-16 11:01:17 INFO  TSC001_Student_Travel_Insurance:64 - Verified: Input box is clickable
2025-07-16 11:01:17 INFO  TSC001_Student_Travel_Insurance:67 - Action: Input field clicked
2025-07-16 11:01:18 INFO  TSC001_Student_Travel_Insurance:82 - Verified: Country list is clickable and populated
2025-07-16 11:01:18 INFO  TSC001_Student_Travel_Insurance:85 - Action: Country selected – France
2025-07-16 11:01:19 INFO  TSC001_Student_Travel_Insurance:98 - Verified: Start date field is clickable
2025-07-16 11:01:20 INFO  TSC001_Student_Travel_Insurance:101 - Action: Start date field clicked
2025-07-16 11:01:23 INFO  TSC001_Student_Travel_Insurance:111 - Action: Start date selected
2025-07-16 11:01:27 INFO  TSC001_Student_Travel_Insurance:122 - Action: End date selected
2025-07-16 11:01:28 INFO  TSC001_Student_Travel_Insurance:131 - Verified: Continue button is clickable
2025-07-16 11:01:28 INFO  TSC001_Student_Travel_Insurance:134 - Action: Continue button clicked
2025-07-16 11:01:29 INFO  TSC001_Student_Travel_Insurance:148 - Verified: Traveller dropdown populated
2025-07-16 11:01:29 INFO  TSC001_Student_Travel_Insurance:151 - Action: Number of travellers selected
2025-07-16 11:01:30 INFO  TSC001_Student_Travel_Insurance:166 - Verified: First age box is clickable
2025-07-16 11:01:30 INFO  TSC001_Student_Travel_Insurance:169 - Action: First age box clicked
2025-07-16 11:01:31 INFO  TSC001_Student_Travel_Insurance:181 - Verified: Age selection list is populated
2025-07-16 11:01:32 INFO  TSC001_Student_Travel_Insurance:184 - Action: First Traveller Age is selected 
2025-07-16 11:01:33 INFO  TSC001_Student_Travel_Insurance:197 - Verified: Second age box is clickable
2025-07-16 11:01:33 INFO  TSC001_Student_Travel_Insurance:200 - Action: Second age box clicked
2025-07-16 11:01:34 INFO  TSC001_Student_Travel_Insurance:212 - Verified: Age selection list is populated
2025-07-16 11:01:34 INFO  TSC001_Student_Travel_Insurance:215 - Action: Second Traveller Age is selected 
2025-07-16 11:01:35 INFO  TSC001_Student_Travel_Insurance:227 - Verified: ‘No’ radio button is clickable
2025-07-16 11:01:36 INFO  TSC001_Student_Travel_Insurance:230 - Action: ‘No’ radio button selected
2025-07-16 11:01:37 INFO  TSC001_Student_Travel_Insurance:242 - Verified: Done button is clickable
2025-07-16 11:01:37 INFO  TSC001_Student_Travel_Insurance:245 - Action: Done button clicked
2025-07-16 11:01:38 INFO  TSC001_Student_Travel_Insurance:258 - Verified: View Plans button is clickable
2025-07-16 11:01:38 INFO  TSC001_Student_Travel_Insurance:261 - Action: View Plans button clicked
2025-07-16 11:01:39 INFO  TSC001_Student_Travel_Insurance:270 - *** Completed: Travel Insurance Page ***
2025-07-16 11:01:39 INFO  TSC001_Student_Travel_Insurance:276 - *** Initiated: View Plans Page ***
2025-07-16 11:01:39 INFO  TSC001_Student_Travel_Insurance:282 - Verified: Student plan radio button is selectable
2025-07-16 11:01:39 INFO  TSC001_Student_Travel_Insurance:285 - Action: Student plan radio button is selected
2025-07-16 11:01:41 INFO  TSC001_Student_Travel_Insurance:297 - Verified: First traveller checkbox is clickable
2025-07-16 11:01:44 INFO  TSC001_Student_Travel_Insurance:301 - Action: First traveller checkbox checked
2025-07-16 11:01:46 INFO  TSC001_Student_Travel_Insurance:313 - Verified: Second traveller checkbox is clickable
2025-07-16 11:01:46 INFO  TSC001_Student_Travel_Insurance:316 - Action: Second traveller checkbox checked
2025-07-16 11:01:48 INFO  TSC001_Student_Travel_Insurance:328 - Verified: Travel Duration is selectable
2025-07-16 11:01:48 INFO  TSC001_Student_Travel_Insurance:331 - Action: Travel duration selected
2025-07-16 11:01:48 INFO  TSC001_Student_Travel_Insurance:342 - Verified: Apply button is clickable
2025-07-16 11:01:48 INFO  TSC001_Student_Travel_Insurance:345 - Action: Apply button clicked
2025-07-16 11:01:48 INFO  TSC001_Student_Travel_Insurance:357 - Verified: Sort By button is clickable
2025-07-16 11:01:52 INFO  TSC001_Student_Travel_Insurance:51 - *** Initiated: Travel Insurance Page ***
2025-07-16 11:01:53 INFO  TSC001_Student_Travel_Insurance:57 - Action: Travel Insurance option clicked on Home Page
2025-07-16 11:01:54 INFO  TSC001_Student_Travel_Insurance:64 - Verified: Input box is clickable
2025-07-16 11:01:54 INFO  TSC001_Student_Travel_Insurance:67 - Action: Input field clicked
2025-07-16 11:01:55 INFO  TSC001_Student_Travel_Insurance:82 - Verified: Country list is clickable and populated
2025-07-16 11:01:56 INFO  TSC001_Student_Travel_Insurance:85 - Action: Country selected – Italy
2025-07-16 11:01:57 INFO  TSC001_Student_Travel_Insurance:98 - Verified: Start date field is clickable
2025-07-16 11:01:57 INFO  TSC001_Student_Travel_Insurance:101 - Action: Start date field clicked
2025-07-16 11:02:01 INFO  TSC001_Student_Travel_Insurance:111 - Action: Start date selected
2025-07-16 11:02:05 INFO  TSC001_Student_Travel_Insurance:122 - Action: End date selected
2025-07-16 11:02:06 INFO  TSC001_Student_Travel_Insurance:131 - Verified: Continue button is clickable
2025-07-16 11:02:07 INFO  TSC001_Student_Travel_Insurance:134 - Action: Continue button clicked
2025-07-16 11:02:08 INFO  TSC001_Student_Travel_Insurance:148 - Verified: Traveller dropdown populated
2025-07-16 11:02:08 INFO  TSC001_Student_Travel_Insurance:151 - Action: Number of travellers selected
2025-07-16 11:02:09 INFO  TSC001_Student_Travel_Insurance:166 - Verified: First age box is clickable
2025-07-16 11:02:09 INFO  TSC001_Student_Travel_Insurance:169 - Action: First age box clicked
2025-07-16 11:02:10 INFO  TSC001_Student_Travel_Insurance:181 - Verified: Age selection list is populated
2025-07-16 11:02:10 INFO  TSC001_Student_Travel_Insurance:184 - Action: First Traveller Age is selected 
2025-07-16 11:02:11 INFO  TSC001_Student_Travel_Insurance:197 - Verified: Second age box is clickable
2025-07-16 11:02:12 INFO  TSC001_Student_Travel_Insurance:200 - Action: Second age box clicked
2025-07-16 11:02:13 INFO  TSC001_Student_Travel_Insurance:212 - Verified: Age selection list is populated
2025-07-16 11:02:13 INFO  TSC001_Student_Travel_Insurance:215 - Action: Second Traveller Age is selected 
2025-07-16 11:02:14 INFO  TSC001_Student_Travel_Insurance:227 - Verified: ‘No’ radio button is clickable
2025-07-16 11:02:14 INFO  TSC001_Student_Travel_Insurance:230 - Action: ‘No’ radio button selected
2025-07-16 11:02:15 INFO  TSC001_Student_Travel_Insurance:242 - Verified: Done button is clickable
2025-07-16 11:02:15 INFO  TSC001_Student_Travel_Insurance:245 - Action: Done button clicked
2025-07-16 11:02:16 INFO  TSC001_Student_Travel_Insurance:258 - Verified: View Plans button is clickable
2025-07-16 11:02:16 INFO  TSC001_Student_Travel_Insurance:261 - Action: View Plans button clicked
2025-07-16 11:02:18 INFO  TSC001_Student_Travel_Insurance:270 - *** Completed: Travel Insurance Page ***
